system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,old_f_id,.geo
0000000000000000010a,1049184000000,1059634800000,NIP62,900,LTG,931158000000,MON,929257200000,IFR,NIP62_1999_361,1999,Origin:GPS,AC Accurate (to 10m),432,46001939,0,0,1114671600000,0.2777025803931327,361,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,1049184000000,1059634800000,NIP43,1200,LTG,931158000000,MON,929257200000,IFR,NIP43_1999_421,1999,Origin:GPS,AC Accurate (to 10m),497,46001935,0,0,1114671600000,0.3374329405996273,421,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b,1049184000000,1059634800000,NIP99,80,LTG,936860400000,MON,935650800000,IFR,NIP99_1999_508,1999,Origin:GPS,AC Accurate (to 10m),596,46001941,0,0,1114671600000,0.29355791962852573,508,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178,1049184000000,1059634800000,SLK73,150,LTG,936946800000,MON,935132400000,IFR,SLK73_1999_556,1999,Origin:GPS,AC Accurate (to 10m),651,46001966,0,0,1114671600000,0.23614331300689698,556,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4,1049184000000,1059634800000,NIP52,220,LTG,931849200000,MON,929430000000,IFR,NIP52_1999_664,1999,Origin:GPS,AC Accurate (to 10m),765,46001936,0,0,1114671600000,0.47067260721694143,664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c4,1049184000000,1059634800000,NIP61,160,LTG,931158000000,MON,929257200000,IFR,NIP61_1999_689,1999,Origin:GPS,AC Accurate (to 10m),797,46001938,0,0,1114671600000,0.3511845962178513,689,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3,1049184000000,1059634800000,COC17,50,LTG,933058800000,MON,932367600000,IFR,COC17_1999_738,1999,Origin:NTS250,AP Approximate (to 500m),849,46001913,0,0,1114671600000,0.19784834847747235,738,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022b,1049184000000,1059634800000,NIP40,340,LTG,931158000000,MON,926924400000,IFR,NIP40_1999_860,1999,Origin:GPS,AC Accurate (to 10m),987,46001934,0,0,1114671600000,0.32625520564050925,860,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240,1049184000000,1059634800000,NIP104,100,LTG,936860400000,MON,935823600000,IFR,NIP104_1999_908,1999,Origin:GPS,AC Accurate (to 10m),1039,46001928,0,0,1114671600000,0.19303865868297465,908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000258,1049184000000,1059634800000,COC22,75,LTG,937551600000,MON,935910000000,OFR,COC22_1999_954,1999,Origin:NTS250,AP Approximate (to 500m),1089,46001976,0,0,1114671600000,0.5477072929470895,954,"{""type"":""MultiPoint"",""coordinates"":[]}"
