system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,old_f_id,.geo
0000000000000000026a,1049184000000,1059634800000,RED214,1069,LTG,584953200000,NR,582793200000,IFR,RED214_1988_982,1988,Origin:NR,AP Approximate (to 500m),1119,46001181,0,0,1114671600000,0.3497300416414349,982,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026d,1049184000000,1059634800000,SIO209,800,LTG,589618800000,NR,587631600000,IFR,SIO209_1988_988,1988,Origin:NR,AP Approximate (to 500m),1125,46001226,0,0,1114671600000,0.08478897109112518,988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000274,1049184000000,1059634800000,SIO98,1700,LTG,586422000000,NR,583398000000,IFR,SIO98_1988_998,1988,Origin:NR,AP Approximate (to 500m),1137,46001229,0,0,1114671600000,0.2734709519955913,998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027f,1049184000000,1059634800000,SIO125,5657,LTG,589618800000,NR,585385200000,IFR,SIO125_1988_1015,1988,Origin:NR,AP Approximate (to 500m),1156,46001218,0,0,1114671600000,0.26406649627461526,1015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000297,1049184000000,1059634800000,THU53,232,LTG,583398000000,NR,580892400000,IFR,THU53_1988_1053,1988,Origin:NR,AP Approximate (to 500m),1198,46001236,0,0,1114671600000,0.3650892534590472,1053,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b,1049184000000,1059634800000,GER26,450,LTG,586940400000,NR,584089200000,IFR,GER26_1988_1059,1988,Origin:NR,AP Approximate (to 500m),1205,46001161,0,0,1114671600000,0.39388442441548754,1059,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a2,1049184000000,1059634800000,GER28,700,LTG,586940400000,NR,584089200000,IFR,GER28_1988_1072,1988,Origin:NR,AP Approximate (to 500m),1220,46001163,0,0,1114671600000,0.46276791495025427,1072,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7,1049184000000,1059634800000,THU107,1195,LTG,584780400000,NR,582102000000,IFR,THU107_1988_1115,1988,Origin:NR,AP Approximate (to 500m),1266,46001234,0,0,1114671600000,0.5241583017000067,1115,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ba,1049184000000,1059634800000,RED284,1112,LTG,585039600000,NR,582879600000,IFR,RED284_1988_1119,1988,Origin:NR,AP Approximate (to 500m),1270,46001193,0,0,1114671600000,0.1966333397019363,1119,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d5,1049184000000,1059634800000,KEN186,6200,LTG,586594800000,NR,582793200000,IFR,KEN186_1988_1159,1988,Origin:NR,AP Approximate (to 500m),1315,46001167,0,0,1114671600000,0.2082282465558755,1159,"{""type"":""MultiPoint"",""coordinates"":[]}"
